동,utm_x,utm_y,가격,소재지,매물특징,계약/전용면적,해당층/총층,입주가능일,방향,현재업종,추천업종,용도지역,주구조,사용승인일,매물번호,제목,대지/연면적,건축/전용면적,지상층/지하층,용적률/건폐율,월관리비,현재용도,추천용도,총점포수,사용전력,총사무실수,권리금,준공인가일,사용검사일,경도,위도
예시동,304396.3058768914,3891923.678884259,월세1억/490,광주시 서구 치평동,l 최多매물 l 메인사거리 l 냉난방 시스템 완비 l 대형 사무실 임대,487.61㎡/343.8㎡(전용률71%),2/6층,즉시입주 협의가능,서향(주된 출입구 기준),,,,,2001.02.06,2516844602,대형사무실 오션2빌딩2층,,,,,221.25만원,,,,,-,,,,126.8526493,35.1512179
예시동,304396.3058768914,3891923.678884259,"월세5,000/349",광주시 서구 치평동,l 최多매물 l 상무지구 메인사거리 l 냉난방 시스템 l 중대형 사무실,376.86㎡/241.32㎡(전용률64%),4/6층,즉시입주 협의가능,서향(주된 출입구 기준),,,,,2001.02.06,2516183571,중소형사무실 오션2빌딩4층,,,,,159.6만원,,,,,-,,,,126.8526493,35.1512179
예시동,304396.3058768914,3891923.678884259,월세1억/600,광주시 서구 치평동,"상무중앙로 메인 상권에위치한 깨끗한빌딩,냉난방기완비",640.5㎡/343.8㎡(전용률54%),2/6층,즉시입주,북향(주된 출입구 기준),,,,,2001.02.06,2514103901,대형사무실 오션22층,,,,,221만원,,,,,1,,,,126.8526493,35.1512179
예시동,304396.3058768914,3891923.678884259,월세1억/600,광주시 서구 치평동,"상무중앙로 메인 상권에위치한 깨끗한빌딩,냉난방기완비",640.5㎡/343.8㎡(전용률54%),2/6층,즉시입주,북향(주된 출입구 기준),,,,,2001.02.06,2514103901,대형사무실 오션22층,,,,,221만원,,,,,1,,,,126.8526493,35.1512179
예시동,304396.15933143685,3892039.3966588043,"월세5,000/258",광주시 서구 치평동,l 최多매물 l 상무지구 메인사거리 l 랜드마크빌딩 l 중형 사무실 l,291㎡/185㎡(전용률64%),12/15층,즉시입주,서향(주된 출입구 기준),,,,,2017.09.29,2519255712,중소형사무실12층,,,,,132만원,,,,,-,,,,126.8526203,35.1522606
예시동,304396.15933143685,3892039.3966588043,"월세1,000/64",광주시 서구 치평동,l 최多매물 l 상무지구 메인사거리 l 랜드마크빌딩 l 소형평수 l,69.5㎡/44.6㎡(전용률64%),5/15층,즉시입주,서향(주된 출입구 기준),-,-,-,-,2017.09.29,2519255167,일반상가5층,,,,,31.5만원,,,,,,,,,126.8526203,35.1522606
예시동,304396.15933143685,3892039.3966588043,"월세3,000/130",광주시 서구 치평동,l 최多매물 l 상무지구 메인사거리 l 광고효과 최상 l 소형평수 l,111.5㎡/66㎡(전용률59%),2/15층,즉시입주,서향(주된 출입구 기준),-,-,-,-,2017.09.29,2519254367,일반상가2층,,,,,50.55만원,,,,,,,,,126.8526203,35.1522606
예시동,304396.15933143685,3892039.3966588043,"월세3,000/130",광주시 서구 치평동,"상무지구중앙로 메인사거리코너위치,광고효과최상 ,관리최상건물,",111.38㎡/66.12㎡(전용률59%),2/15층,즉시입주,북향(주된 출입구 기준),-,-,-,-,2017.09.29,2518507223,일반상가2층,,,,,50.55만원,,,,,,,,,126.8526203,35.1522606
예시동,304396.15933143685,3892039.3966588043,"월세3,000/130",광주시 서구 치평동,"초메인입지에 가성비공간, 소형사무실찾는분 적극추천",112.4㎡/66.12㎡(전용률59%),2/15층,즉시입주,서향(주된 출입구 기준),-,-,-,-,2017.09.29,2518398040,일반상가2층,,,,,50.55만원,,,,,,없음,,,126.8526203,35.1522606
예시동,304396.15933143685,3892039.3966588043,"월세3,000/130",광주시 서구 치평동,"초메인입지에 가성비공간, 소형사무실찾는분 적극추천",112.4㎡/66.12㎡(전용률59%),2/15층,즉시입주,서향(주된 출입구 기준),-,-,-,-,2017.09.29,2518398040,일반상가2층,,,,,50.55만원,,,,,,없음,,,126.8526203,35.1522606
예시동,304396.15933143685,3892039.3966588043,"월세3,000/130",광주시 서구 치평동,I현장사진有I 사무실 최多매물 메인대로사거리 2층 광고효과 최상,111.4㎡/66.11㎡(전용률59%),2/15층,즉시입주,서향(주된 출입구 기준),,,,,2017.09.29,2515401711,중소형사무실 타임스타워2층,,,,,50.55만원,,,,,-,,,,126.8526203,35.1522606
예시동,304396.15933143685,3892039.3966588043,"월세3,000/130",광주시 서구 치평동,I현장사진有I 사무실 최多매물 메인대로사거리 2층 광고효과 최상,111.4㎡/66.11㎡(전용률59%),2/15층,즉시입주,서향(주된 출입구 기준),,,,,2017.09.29,2515401711,중소형사무실 타임스타워2층,,,,,50.55만원,,,,,-,,,,126.8526203,35.1522606
예시동,304396.15933143685,3892039.3966588043,"월세3,000/152",광주시 서구 치평동,-,171.9㎡/109.09㎡(전용률63%),13/15층,즉시입주,북향(주된 출입구 기준),,,,,2017.09.29,2514107434,중소형사무실 타임스타워13층,,,,,115.6만원,,,,,1,,,,126.8526203,35.1522606
예시동,304396.08369507326,3892075.430754186,월세2억/800,광주시 서구 치평동,프랜차이즈 병원 입점 예정 대로변 광고효과 및 유동인구 多,363.63㎡/261.15㎡(전용률72%),1/5층,즉시입주,서향(주된 출입구 기준),-,약국,-,-,2014.02.12,2518402496,일반상가 업타운빌딩1층,,,,,,,,,,,,,,126.852611,35.1525853
예시동,304396.08369507326,3892075.430754186,월세2억/800,광주시 서구 치평동,유동인구많음 대도로변접 사거리근접 오피스메인상권 광고성좋음 정류소근접,509㎡/237㎡(전용률47%),1/5층,즉시입주 협의가능,서향(주된 출입구 기준),-,"인테리어쇼룸, 전시판매장, 골프용품, 골프웨어, 가구전시판매점, 가전제품판매점 등 추천",-,-,2014.02.12,2518281515,일반상가1층,,,,,78.8만원,,,,,,없음,,,126.852611,35.1525853
예시동,304396.08369507326,3892075.430754186,"월세5,000/450",광주시 서구 치평동,치평동메인대로변 유동인구많음 사거리근접 오피스메인상권 광고성최고 입지좋음,275㎡/275㎡(전용률100%),2/5층,즉시입주 협의가능,서향(주된 출입구 기준),기타,"본사지점사무실, 체인점사무소, 쇼룸, 전시판매장, 골프웨어, 병의원",-,-,2014.02.12,2518282203,일반상가2층,,,,,91.5만원,,,,,,없음,,,126.852611,35.1525853
예시동,304396.08369507326,3892075.430754186,"월세5,000/450",광주시 서구 치평동,l 최多매물 l 메인대로변 l 광고효과 좋음 l 사무실 병의원 추천 l,330㎡/275㎡(전용률83%),2/5층,즉시입주 협의가능,서향(주된 출입구 기준),-,-,-,-,2014.02.12,2517404285,일반상가2층,,,,,91.5만원,,,,,,,,,126.852611,35.1525853
예시동,304396.08369507326,3892075.430754186,월세2억/800,광주시 서구 치평동,l 상가 최多매물 l 메인대로변 l 광고효과 좋음 l 판매점 추천 l,363.6㎡/261.2㎡(전용률72%),1/5층,즉시입주 협의가능,서향(주된 출입구 기준),-,-,-,-,2014.02.12,2513793204,일반상가 업타운빌딩1층,,,,,121만원,,,,,,,,,126.852611,35.1525853
예시동,304396.08369507326,3892075.430754186,월세2억/800,광주시 서구 치평동,l 상가 최多매물 l 메인대로변 l 광고효과 좋음 l 판매점 추천 l,363.6㎡/261.2㎡(전용률72%),1/5층,즉시입주 협의가능,서향(주된 출입구 기준),-,-,-,-,2014.02.12,2513793204,일반상가 업타운빌딩1층,,,,,121만원,,,,,,,,,126.852611,35.1525853
예시동,304396.08369507326,3892075.430754186,월세1억/600,광주시 서구 치평동,"금융회사, 보험회사지점 강력추천, 대로변코너, 홍보잘되는입지",393.4㎡/383.36㎡(전용률97%),2/13층,2024년 9월 6일 협의가능,남서향(주된 출입구 기준),-,피부과,-,-,2015.05.01,2513208636,일반상가2층,,,,,119만원,,,,,,없음,,,126.852611,35.1525853
예시동,304446.62769507326,3891945.1624478954,"월세5,000/280",광주시 서구 치평동,병의원 관련업종추천 대형사무실 코너자리,297.52㎡/241.32㎡(전용률81%),3/4층,즉시입주,북향(주된 출입구 기준),-,-,-,-,2007.01.09,2518157322,일반상가3층,,,,,70만원,,,,,,,,,126.8531963,35.1514213
예시동,304446.62769507326,3891945.1624478954,"월세5,000/280",광주시 서구 치평동,사무실 상가 최多매물 의원 사무실 내과 성형외과 정형외과,330.58㎡/231.4㎡(전용률70%),3/4층,즉시입주,북향(주된 출입구 기준),-,성형외과 내과 정형외과 사무실,-,-,2007.01.09,2515401987,일반상가3층,,,,,70만원,,,,,,,,,126.8531963,35.1514213
예시동,304446.62769507326,3891945.1624478954,"월세5,000/280",광주시 서구 치평동,l 광고효과 최상 l 대로변 사무실 및 의원 l 상무지구 메인 입지,330.58㎡/244.36㎡(전용률74%),3/4층,즉시입주 협의가능,서향(주된 출입구 기준),,,,,2007.01.09,2514917532,대형사무실3층,,,,,70만원,,,,,-,,,,126.8531963,35.1514213
예시동,304486.2800587096,3891939.19899335,"월세3,000/100",광주시 서구 치평동,l 사진有 l 무권리 l 디저트 테이크아웃 적합 l 타업종가 l,34㎡/34㎡(전용률100%),1/3층,즉시입주,북향(주된 출입구 기준),-,샐러드 디저트 수제버거 돈까스 레터링케익 커피 뷰티샵 테이크아웃,-,-,2006.07.10,2518463632,일반상가1층,,,,,8만원,,,,,,,,,126.8536328,35.1513752
예시동,304486.2800587096,3891939.19899335,"월세8,000/500",광주시 서구 치평동,l 사진有 l 무권리 l 이자카야 선술집 다이닝펍 l 인테리어무상양도,413.31㎡/413.31㎡(전용률100%),2/7층,즉시입주,동향(주된 출입구 기준),-,와인바 이자카야 다이닝펍 오마카세 요리주점 파인다이닝 레스토랑 각종음식점 프랜차이즈,-,-,2008.05.15,2518070970,일반상가2층,,,,,100만원,,,,,,,,,126.8536328,35.1513752
예시동,304486.2800587096,3891939.19899335,"월세3,000/100",광주시 서구 치평동,l 상가 최多매물 l 대로변 건물 1층 l 접근성 광고효과 최상 l,33㎡/33㎡(전용률100%),1/3층,즉시입주 협의가능,동향(주된 출입구 기준),공실,-,-,-,2006.07.10,2518498270,일반상가1층,,,,,8만원,,,,,,,,,126.8536328,35.1513752
예시동,304565.74078598234,3891918.6169206225,"월세1,000/90",광주시 서구 치평동,I 2층 방문가능 I 냉난방시설완비 내부깨끗 주차편리,119.68㎡/60.74㎡(전용률51%),2/2층,즉시입주,북향(주된 출입구 기준),,,,,2016.08.09,2519197550,중소형사무실2층,,,,,18만원,,,,,-,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세2,000/100",광주시 서구 치평동,I 현장사진확인 I 2층 상가 냉난방기 완비 사무실 가능 뷰티 업종,241.39㎡/122.51㎡(전용률51%),2/2층,즉시입주,서향(주된 출입구 기준),상가기타,-,-,-,2016.08.09,2519020214,단지내상가2층,,,,,45만원,,,,,,없음,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세2,000/230",광주시 서구 치평동,"무권리,모든업종가,1층 ,대로변,유동인구많음",92.4㎡/47.27㎡(전용률51%),1/1층,즉시입주,남향(주된 출입구 기준),-,-,-,-,2016.08.09,2518911919,복합상가1층,,,,,,,,,,,없음,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세5,000/120",광주시 서구 치평동,"유동인구많은 주상복합상가, 칸막이 및 냉난방기 완비, 주차편리,사무실가능",208.85㎡/106㎡(전용률51%),2/2층,즉시입주,동향(주된 출입구 기준),-,-,-,-,2016.08.09,2518165145,복합상가2층,,,,,30만원,,,,,,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세3,000/120",광주시 서구 치평동,"사진있음, 대로변 2층 상가사무실, 깔끔한 유리칸막이, 탕비실, 주차편리",156.22㎡/79.28㎡(전용률51%),2/2층,즉시입주,북향(주된 출입구 기준),,,,,2016.08.09,2517953025,중소형사무실2층,,,,,30만원,,,,,-,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세3,000/120",광주시 서구 치평동,"사진있음, 대로변 2층 상가사무실, 깔끔한 유리칸막이, 탕비실, 주차편리",156.22㎡/79.28㎡(전용률51%),2/2층,즉시입주,북향(주된 출입구 기준),,,,,2016.08.09,2517953025,중소형사무실2층,,,,,30만원,,,,,-,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세3,000/230",광주시 서구 치평동,l 최多매물 l 광명메이루즈 상가 l 냉난방기 완비 l 입지 접근성 좋음,241㎡/122.51㎡(전용률51%),2/2층,즉시입주 협의가능,북향(주된 출입구 기준),공실,-,-,-,2016.08.09,2519260563,일반상가2층,,,,,45만원,,,,,,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세3,000/230",광주시 서구 치평동,l 최多매물 l 광명메이루즈 상가 l 냉난방기 완비 l 입지 접근성 좋음,241㎡/122.51㎡(전용률51%),2/2층,즉시입주 협의가능,북향(주된 출입구 기준),공실,-,-,-,2016.08.09,2519260563,일반상가2층,,,,,45만원,,,,,,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세3,000/180",광주시 서구 치평동,-,86.55㎡/43.4㎡(전용률50%),1/2층,즉시입주,동향(주된 출입구 기준),커피/샌드위치/테이크아웃/휴게/음료,"휴게음식점,프렌차이즈업종,다용도점포",-,-,2016.08.09,2518881664,복합상가 테라스가든상가1층,,,,,18만원,,,,,,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세3,000/180",광주시 서구 치평동,-,86.55㎡/43.4㎡(전용률50%),1/2층,즉시입주,동향(주된 출입구 기준),커피/샌드위치/테이크아웃/휴게/음료,"휴게음식점,프렌차이즈업종,다용도점포",-,-,2016.08.09,2518881664,복합상가 테라스가든상가1층,,,,,18만원,,,,,,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세2,000/100",광주시 서구 치평동,l 최多매물 l 광명메이루즈 상가 1층 l 접근성 광고효과 좋음 l,71.38㎡/35.8㎡(전용률50%),1/2층,즉시입주 협의가능,서향(주된 출입구 기준),-,-,-,-,2016.08.09,2516229555,일반상가1층,,,,,12만원,,,,,,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세2,000/100",광주시 서구 치평동,l 최多매물 l 광명메이루즈 상가 1층 l 접근성 광고효과 좋음 l,71.38㎡/35.8㎡(전용률50%),1/2층,즉시입주 협의가능,서향(주된 출입구 기준),-,-,-,-,2016.08.09,2516229555,일반상가1층,,,,,12만원,,,,,,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세1,000/90",광주시 서구 치평동,무권리금 주상복합아파트 유동인구가 많으며 교통이 편리함,60.74㎡/60.74㎡(전용률100%),2/2층,즉시입주 협의가능,서향(주된 출입구 기준),기타,-,-,-,2016.11.18,2515357828,단지내상가2층,,,,,,,,,,,없음,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세1,000/90",광주시 서구 치평동,무권리금 주상복합아파트 유동인구가 많으며 교통이 편리함,60.74㎡/60.74㎡(전용률100%),2/2층,즉시입주 협의가능,서향(주된 출입구 기준),기타,-,-,-,2016.11.18,2515357828,단지내상가2층,,,,,,,,,,,없음,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세3,000/200",광주시 서구 치평동,l 무권리 l 각종요식업 호프적합 l 유동량多 l 접근성좋음 l,110.45㎡/55.4㎡(전용률50%),1/2층,즉시입주,서향(주된 출입구 기준),-,-,-,-,2016.08.09,2515093397,일반상가1층,,,,,15만원,,,,,,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세3,000/200",광주시 서구 치평동,l 무권리 l 각종요식업 호프적합 l 유동량多 l 접근성좋음 l,110.45㎡/55.4㎡(전용률50%),1/2층,즉시입주,서향(주된 출입구 기준),-,-,-,-,2016.08.09,2515093397,일반상가1층,,,,,15만원,,,,,,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세2,000/120",광주시 서구 치평동,꼼꼬미 무권리카페 시설그대로 사용가능 쿠키 디저트 테이크아웃적합,29.04㎡/29.04㎡(전용률100%),1/2층,즉시입주 협의가능,남향(주된 출입구 기준),-,-,-,-,2016.08.09,2516857719,단지내상가1층,,,,,,,,,,,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세2,000/120",광주시 서구 치평동,꼼꼬미 무권리카페 시설그대로 사용가능 쿠키 디저트 테이크아웃적합,29.04㎡/29.04㎡(전용률100%),1/2층,즉시입주 협의가능,남향(주된 출입구 기준),-,-,-,-,2016.08.09,2516857719,단지내상가1층,,,,,,,,,,,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세1,000/90",광주시 서구 치평동,꼼꼬미 공실 무권리 기본인테리어 완비된 사무실 적합 미용업제외 업종가,60.74㎡/60.74㎡(전용률100%),2/2층,즉시입주,서향(주된 출입구 기준),,,,,2016.08.09,2513917403,중소형사무실2층,,,,,18만원,,,,,-,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세1,000/90",광주시 서구 치평동,꼼꼬미 공실 무권리 기본인테리어 완비된 사무실 적합 미용업제외 업종가,60.74㎡/60.74㎡(전용률100%),2/2층,즉시입주,서향(주된 출입구 기준),,,,,2016.08.09,2513917403,중소형사무실2층,,,,,18만원,,,,,-,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세2,000/210",광주시 서구 치평동,l 중심상권 l 각종요식업 호프적합 l 시설완비 l 유동량多 l,104.93㎡/52.63㎡(전용률50%),1/2층,즉시입주,서향(주된 출입구 기준),-,-,-,-,2016.08.09,2513887861,일반상가1층,,,,,20만원,,,,,,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세2,000/210",광주시 서구 치평동,l 중심상권 l 각종요식업 호프적합 l 시설완비 l 유동량多 l,104.93㎡/52.63㎡(전용률50%),1/2층,즉시입주,서향(주된 출입구 기준),-,-,-,-,2016.08.09,2513887861,일반상가1층,,,,,20만원,,,,,,,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세1,000/90",광주시 서구 치평동,"권리금없음 시스템냉난방기, 깔끔인테리어갖춤, 사무실 등 다양한업종가능",73.7㎡/60.74㎡(전용률82%),2/2층,즉시입주,북향(주된 출입구 기준),-,-,-,-,2016.08.09,2515532028,복합상가2층,,,,,18만원,,,,,,없음,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세1,000/90",광주시 서구 치평동,"권리금없음 시스템냉난방기, 깔끔인테리어갖춤, 사무실 등 다양한업종가능",73.7㎡/60.74㎡(전용률82%),2/2층,즉시입주,북향(주된 출입구 기준),-,-,-,-,2016.08.09,2515532028,복합상가2층,,,,,18만원,,,,,,없음,,,126.8545094,35.1512052
예시동,304565.74078598234,3891918.6169206225,"월세3,000/260",광주시 서구 치평동,상무지구 대로변 분식점 매출좋음 단체주문많음 상권좋음 시권있음,75.8㎡/38.05㎡(전용률50%),1/2층,즉시입주 협의가능,북서향(주된 출입구 기준),분식점,핫도그 떡복이,-,-,2016.08.09,2515155411,단지내상가1층,,,,,30만원,,,,,,,,,126.8545094,35.1512052
예시동,304486.1051496187,3892047.3004224407,"월세6,000/500",광주시 서구 치평동,l 사진有 l 무권리 l 고기구이 각종요식업 l 핵심상권 l 접근성굿,401.48㎡/265㎡(전용률66%),1/5층,즉시입주,동향(주된 출입구 기준),-,-,-,-,2004.03.25,2513933355,일반상가1층,,,,,30만원,,,,,,,,,126.8536053,35.1523493
예시동,304538.360422346,3892050.4148915317,"월세5,000/600",광주시 서구 치평동,l 상가 최多매물 l 유흥밀집상권 l 입지 접근성 좋음 l 대형평수 l,566㎡/566㎡(전용률100%),5/10층,즉시입주,서향(주된 출입구 기준),-,-,-,-,2003.10.15,2518477000,일반상가5층,,,,,165만원,,,,,,,,,126.8541779,35.1523875
예시동,304538.360422346,3892050.4148915317,"월세5,000/420",광주시 서구 치평동,l 상가 최多매물 l 상무지구 유흥상권 l 유흥주점 양도 양수 l,300㎡/300㎡(전용률100%),2/10층,즉시입주 협의가능,서향(주된 출입구 기준),-,-,-,-,2003.10.15,2518276746,일반상가2층,,,,,50만원,,,,,,없음,,,126.8541779,35.1523875
예시동,304538.360422346,3892050.4148915317,"월세5,000/500",광주시 서구 치평동,l 최多매물 l 중심상권 l 마스터스호텔 l 대형평수 l 모든업종가능 l,431㎡/400㎡(전용률93%),2/10층,즉시입주 협의가능,서향(주된 출입구 기준),공실,-,-,-,2003.10.15,2513407275,일반상가2층,,,,,0원,,,,,,없음,,,126.8541779,35.1523875
예시동,304390.8458768914,3891774.9475388043,"월세5,000/364",광주시 서구 치평동,l 무권리 l 각종판매점 적합 l 타업종가 l 대로변 l 광고효과좋음,73.75㎡/61.05㎡(전용률83%),1/4층,즉시입주,서향(주된 출입구 기준),-,-,-,-,2006.07.25,2516847352,일반상가1층,,,,,10만원,,,,,,,,,126.8526247,35.1498766
예시동,304390.8458768914,3891774.9475388043,"월세5,000/350",광주시 서구 치평동,l 최多매물 l 상무지구 대로변 1층 l 광고 효과 및 입지 좋음 l,73㎡/61.15㎡(전용률84%),1/4층,즉시입주 협의가능,서향(주된 출입구 기준),-,-,-,-,2006.07.25,2516472682,일반상가1층,,,,,0원,,,,,,없음,,,126.8526247,35.1498766
예시동,304390.8458768914,3891774.9475388043,"월세5,000/360",광주시 서구 치평동,상무메인대로변 귀한 소형평수 광고성 접근성좋음 프렌차이즈 및 판매점추천.,73㎡/65㎡(전용률89%),1/4층,즉시입주,남향(주된 출입구 기준),-,-,-,-,2006.07.25,2516051368,일반상가1층,,,,,,,,,,,,,,126.8526247,35.1498766
예시동,304390.7560587096,3891810.96699335,"월세2억/1,200",광주시 서구 치평동,l 최多매물 l 대로변 위치 건물 1층 l 접근성 및 광고효과 최상 l,436.12㎡/348.9㎡(전용률80%),1/4층,즉시입주 협의가능,서향(주된 출입구 기준),-,-,-,-,2013.08.23,2518161668,일반상가1층,,,,,80만원,,,,,,없음,,,126.8526151,35.1502012
예시동,304390.7560587096,3891810.96699335,"월세3억/1,500",광주시 서구 치평동,"금액조정가능, 분할가능, 신호등앞, 넓은1층매장, 쇼룸,안테나매장,추천",436.1㎡/328.66㎡(전용률75%),1/4층,즉시입주,서향(주된 출입구 기준),-,-,-,-,2013.08.23,2515622709,일반상가1층,,,,,80만원,,,,,,없음,,,126.8526151,35.1502012
예시동,304396.39569507324,3891881.969211532,"월세5,000/443",광주시 서구 치평동,"상무중앙로메인도로접,층고높음,병의원,성형외과추천",452.89㎡/287.6㎡(전용률64%),4/10층,즉시입주,북향(주된 출입구 기준),,,,,2015.05.14,2519052972,대형사무실 오션54층,,,,,205.5만원,,,,,1,,,,126.8526602,35.1508421
예시동,304396.39569507324,3891881.969211532,"월세5,000/209",광주시 서구 치평동,"건물 내외관 아주 깔끔하여 임대수요 높은 빌딩, 주차요건좋음, 대로변입지",244.63㎡/155.37㎡(전용률64%),7/10층,즉시입주,서향(주된 출입구 기준),-,-,-,-,2015.05.14,2518397477,일반상가7층,,,,,111만원,,,,,,,,,126.8526602,35.1508421
예시동,304396.39569507324,3891881.969211532,"월세5,000/265",광주시 서구 치평동,l 최多매물 l 냉난방 시스템 완비 l 상무지구 대로변 l 중형 사무실l,287.6㎡/185.12㎡(전용률64%),7/10층,즉시입주 협의가능,서향(주된 출입구 기준),,,,,2015.05.14,2516222415,중소형사무실 오션5빌딩7층,,,,,121.8만원,,,,,-,,,,126.8526602,35.1508421
예시동,304396.39569507324,3891881.969211532,"월세5,000/398",광주시 서구 치평동,"상무중앙로 대로변코너,컨디션최상빌딩,냉난방기완비,주차편리",423.14㎡/272.61㎡(전용률64%),8/10층,즉시입주 협의가능,북향(주된 출입구 기준),,,,,2015.05.14,2515127825,대형사무실 오션58층,,,,,179.2만원,,,,,1,,,,126.8526602,35.1508421
예시동,304396.39569507324,3891881.969211532,"월세5,000/398",광주시 서구 치평동,l 최多매물 l 냉난방 시스템 완비 l 상무지구 대로변 l 대형 사무실,423.14㎡/272.4㎡(전용률64%),8/10층,즉시입주,서향(주된 출입구 기준),,,,,2015.05.14,2514182811,대형사무실8층,,,,,179.2만원,,,,,-,,,,126.8526602,35.1508421
예시동,304396.39569507324,3891881.969211532,"월세5,000/398",광주시 서구 치평동,l 최多매물 l 냉난방 시스템 완비 l 상무지구 대로변 l 대형 사무실,423.14㎡/272.4㎡(전용률64%),8/10층,즉시입주,서향(주된 출입구 기준),,,,,2015.05.14,2514182811,대형사무실8층,,,,,179.2만원,,,,,-,,,,126.8526602,35.1508421
예시동,304450.25351325504,3891764.8165206225,월세2억/645,광주시 서구 치평동,1층 상가 l 상무지구 신축 건물,499.17㎡/264.46㎡(전용률53%),1/5층,즉시입주 협의가능,남향(주된 출입구 기준),-,"동물병원,판매,전시,프랜차이즈,식당,카페",-,-,2023.12.07,2518230458,단지내상가1층,,,,,226.5만원,,,,,,,,,126.8532788,35.1497969
예시동,304450.25351325504,3891764.8165206225,"월세3억/1,000",광주시 서구 치평동,l 상가 최多매물 l 신축 l 대형 평수 l 입지 및 광고효과 최상 l,767㎡/406㎡(전용률53%),1/5층,즉시입주 협의가능,남향(주된 출입구 기준),-,-,-,-,2023.12.07,2517291632,일반상가1층,,,,,348만원,,,,,,없음,,,126.8532788,35.1497969
예시동,304450.25351325504,3891764.8165206225,"월세3억/1,000",광주시 서구 치평동,l 사진有 l 무권리 l 대형음식점 디저트카페 l 프랜차이즈 적합,766.94㎡/406.61㎡(전용률53%),1/5층,즉시입주,남향(주된 출입구 기준),-,-,-,-,2023.12.07,2516732311,일반상가1층,,,,,301.6만원,,,,,,,,,126.8532788,35.1497969
예시동,304450.25351325504,3891764.8165206225,"월세3억/1,000",광주시 서구 치평동,"상무지구중심가 1층, 즉시입점가능, 무권리, 조건조율가능",766.94㎡/406.61㎡(전용률53%),1/5층,즉시입주,남향(주된 출입구 기준),-,"레스토랑,식당",-,-,2023.12.07,2516595814,일반상가1층,,,,,301.6만원,,,,,,,,,126.8532788,35.1497969
예시동,304450.25351325504,3891764.8165206225,"월세3억/1,556",광주시 서구 치평동,"층고높음,삼면 유리뷰, 중심상업지역위치, 신축,무권리",588.9㎡/406.61㎡(전용률69%),1/5층,즉시입주,동향(주된 출입구 기준),-,기타 서비스,-,-,2023.12.07,2514104199,일반상가1층,,,,,301.6만원,,,,,,,,,126.8532788,35.1497969
예시동,304450.25351325504,3891764.8165206225,"월세3억/1,556",광주시 서구 치평동,"층고높음,삼면 유리뷰, 중심상업지역위치, 신축,무권리",588.9㎡/406.61㎡(전용률69%),1/5층,즉시입주,동향(주된 출입구 기준),-,기타 서비스,-,-,2023.12.07,2514104199,일반상가1층,,,,,301.6만원,,,,,,,,,126.8532788,35.1497969
예시동,304541.68842234596,3891765.0320842587,"월세5,000/390",광주시 서구 치평동,-,331.24㎡/271.6㎡(전용률82%),3/5층,즉시입주,서향(주된 출입구 기준),,,,,2015.04.16,2518014878,대형사무실3층,,,,,40만원,,,,,-,,,,126.8542819,35.1498166
예시동,304541.68842234596,3891765.0320842587,"월세5,000/390",광주시 서구 치평동,I 대형사무실 보험 I 전용271㎡ 인테리어완비 주차편리 창고제공,331.6㎡/271.6㎡(전용률82%),3/5층,즉시입주 협의가능,남서향(주된 출입구 기준),,,,,2015.04.16,2519210594,대형사무실3층,,,,,40만원,,,,,4,,,,126.8542819,35.1498166
예시동,304541.68842234596,3891765.0320842587,"월세5,000/390",광주시 서구 치평동,"사진有 현공실 공간분리 주차편리 탕비실, 시스템에어컨,사무실,병원추천",331.24㎡/271.6㎡(전용률82%),3/5층,즉시입주,서향(주된 출입구 기준),,,,,2015.04.16,2519143118,대형사무실3층,,,,,40만원,,,,,-,,,,126.8542819,35.1498166
